ind,ozone,dzone,ostop,dstop
4389,1,21,1,983
54953,19,9,1513,1335
49653,11,23,1579,742
18629,3,21,338,1656
14900,2,23,1678,1652
51593,12,25,309,123
96189,27,8,214,387
28547,8,5,1696,1330
91211,26,11,93,216
24968,6,16,16,283
1056,1,8,1694,946
65467,22,1,230,380
87969,26,1,304,1694
3219,1,11,506,36
96914,27,16,407,277
5063,1,21,380,463
3435,1,16,506,277
67217,22,5,251,1330
77076,23,26,158,94
53555,16,22,294,957
50142,11,25,987,335
52006,15,2,1324,347
10661,2,8,1678,368
85506,25,21,68,1648
3196,1,11,506,987
82121,24,24,410,1666
93064,26,23,306,770
89739,26,8,76,946
29342,8,8,946,1700
97404,27,21,196,58
43765,10,2,141,354
31395,8,11,1700,10
4272,1,21,1695,398
71837,23,2,53,347
29454,8,8,391,370
77989,24,1,459,1694
2926,1,11,380,990
73325,23,8,768,1698
17680,3,8,342,370
58948,21,3,57,338
874,1,8,215,387
96037,27,8,211,1698
85741,25,21,70,55
63097,21,23,463,47
3481,1,16,215,271
14634,2,23,356,160
41180,9,21,1162,462
75954,23,24,186,1670
1255,1,8,1677,387
40008,9,8,1180,1700
49323,11,22,223,254
9899,2,7,343,31
5724,1,22,1,502
84334,25,8,299,1697
26704,8,1,1674,376
5508,1,22,506,503
15967,2,25,1692,301
37725,9,1,1179,1694
76311,23,24,740,460
67575,22,8,503,367
51504,12,23,60,1652
55835,20,22,509,501
41096,9,21,1180,1650
5200,1,22,1677,50
66474,22,2,231,1679
35950,8,25,1675,379
20065,3,26,340,72
33081,8,21,1673,956
40960,9,21,162,982
89112,26,4,307,542
44962,10,19,1576,1510
32584,8,21,862,1655
88654,26,2,92,345
7252,1,24,376,459
84508,25,8,101,1702
66005,22,1,48,380
39930,9,8,175,1698
90430,26,9,93,167
45147,10,21,142,398
49954,11,24,1578,1663
55469,20,1,509,215
10972,2,9,356,1340
96127,27,8,210,1703
51393,12,21,60,1653
27039,8,1,1699,1695
18429,3,15,339,615
829,1,7,376,35
67438,22,8,227,1674
70418,23,1,53,215
64775,21,26,40,119
21773,4,21,381,43
14024,2,22,354,467
13722,2,21,1678,57
78841,24,4,1669,542
34842,8,23,1702,159
7977,1,25,380,100
30935,8,10,1696,12
74522,23,10,159,113
27773,8,2,363,1691
81774,24,23,1669,186
38293,9,2,166,1692
69429,22,25,466,378
45923,10,26,26,76
85161,25,11,102,986
69750,22,26,50,77
45209,10,21,112,1656
14963,2,23,345,181
74507,23,9,154,162
19681,3,23,361,53
92314,26,21,121,1646
77780,24,1,1668,1
11450,2,10,261,115
82426,24,26,1667,326
63182,21,23,956,742
70129,22,27,466,196
97406,27,21,190,1653
46532,11,1,257,380
61662,21,10,1657,174
27445,8,2,366,346
56528,21,1,1646,1
44731,10,10,142,317
45160,10,21,312,982
13710,2,21,353,1650
40503,9,11,168,990
26100,7,23,2,160
31929,8,12,364,37
6143,1,23,215,185
29097,8,8,1696,365
62430,21,18,955,1268
25157,6,23,1508,184
4993,1,21,1694,1650
63153,21,23,56,182
16570,2,26,355,304
42412,9,25,176,298
75448,23,21,1652,397
45313,10,22,19,252
5212,1,22,1694,250
18224,3,11,360,949
80321,24,11,1662,10
23585,5,9,1345,1161
43891,10,2,1577,355
90193,26,8,73,1701
35113,8,24,1676,1668
38372,9,2,1332,1679
22663,4,26,542,305
20379,3,27,341,206
60436,21,8,953,1676
52822,16,8,293,386
1960,1,9,376,111
90315,26,8,326,370
29289,8,8,1700,947
48939,11,21,950,54
25594,7,2,66,343
59990,21,8,408,365
89364,26,5,74,1329
32880,8,21,386,1656
81492,24,22,1664,49
75072,23,12,1652,62
39724,9,8,165,388
24399,6,1,311,1
13244,2,21,344,955
72689,23,4,1652,374
61335,21,9,1646,1333
28205,8,4,1675,381
82509,24,26,459,327
54334,18,9,146,166
29249,8,8,365,367
27063,8,1,1702,215
2304,1,10,1695,143
87306,26,1,302,1694
94263,26,26,95,120
15905,2,25,354,303
26074,7,23,3,186
7624,1,25,506,100
13715,2,21,861,1650
37562,9,1,162,506
82687,24,26,459,120
56820,21,1,397,1
86016,25,22,123,230
67573,22,8,466,364
67732,22,8,468,1701
84477,25,8,100,1698
49189,11,21,259,41
1384,1,8,1,367
69460,22,25,251,334
18443,3,16,338,349
36219,8,26,388,92
6723,1,23,1677,183
32312,8,19,387,1511
48432,11,9,985,168
74837,23,11,769,505
25150,6,23,16,158
27296,8,2,1675,343
86712,25,25,123,379
77175,23,26,52,302
58067,21,2,1655,344
49694,11,23,259,47
59881,21,8,45,387
85365,25,19,122,235
74707,23,10,742,116
35239,8,24,1701,1663
65416,22,1,51,380
60882,21,8,954,370
59373,21,4,1656,374
51324,12,21,309,56
12019,2,11,261,7
35347,8,24,386,410
67335,22,8,251,386
58320,21,2,41,1693
19129,3,22,342,51
62722,21,21,1654,59
65895,22,1,503,1694
46610,11,1,219,1695
29395,8,8,1703,386
84368,25,8,98,370
74368,23,9,770,1179
63211,21,23,57,740
15814,2,24,1691,1665
22670,4,26,507,73
57775,21,2,59,1691
15028,2,23,1678,184
40863,9,21,1339,1648
30594,8,9,388,1180
37382,8,27,1701,461
53010,16,9,858,177
126,1,1,506,1677
43099,9,26,1337,93
20237,3,26,360,325
1237,1,8,1695,387
29757,8,9,862,1180
74258,23,9,742,1163
74968,23,11,770,256
67622,22,8,465,1673
38005,9,1,1179,1
25167,6,23,948,159
85044,25,11,98,223
35326,8,24,388,459
45473,10,23,19,768
27189,8,2,947,261
57044,21,1,55,1
53169,16,11,289,991
76701,23,25,46,303
70565,23,1,53,380
71938,23,2,770,1681
29451,8,8,365,387
66687,22,2,229,1679
10592,2,8,343,1673
29026,8,8,391,862
59041,21,3,983,360
93093,26,23,121,184
12860,2,21,861,956
20136,3,26,341,328
80861,24,21,1668,57
90907,26,10,328,11
16436,2,26,343,330
91996,26,21,96,463
70459,23,1,182,1
69977,22,27,48,393
69052,22,23,48,740
63022,21,22,58,501
41198,9,21,1340,1654
4504,1,21,506,982
6927,1,23,1,964
77059,23,26,47,118
43869,10,2,179,1680
27439,8,2,388,345
10395,2,8,1693,366
1141,1,8,376,1703
23737,5,21,1345,398
8344,1,26,1,331
32686,8,21,387,955
7736,1,25,215,300
4016,1,21,1677,983
80614,24,19,1663,1624
85417,25,21,67,982
33534,8,21,363,981
89526,26,7,305,3
73337,23,8,767,391
25212,6,24,15,1664
48785,11,16,987,267
81981,24,23,1667,768
75245,23,16,740,263
60923,21,8,955,365
19945,3,25,338,122
14563,2,23,1681,156
91376,26,11,76,255
91158,26,11,330,952
78605,24,2,1663,1691
76463,23,25,158,300
8530,1,26,1695,306
91805,26,20,304,509
365,1,3,1694,358
35458,8,24,367,412
46509,11,1,219,1694
74055,23,8,741,1327
30321,8,9,1673,1161
82191,24,25,1660,101
68443,22,11,253,985
39522,9,8,1333,1697
60941,21,9,982,165
58217,21,2,41,295
60797,21,8,41,864
747,1,7,506,65
78119,24,1,410,376
27087,8,1,391,1
77079,23,26,1651,72
2111,1,9,215,1339
12173,2,13,1691,508
68605,22,16,502,271
71149,23,1,184,1694
9032,1,27,215,205
36400,8,26,364,328
90274,26,8,325,1703
28342,8,5,1676,1345
19552,3,23,339,768
50670,12,1,61,506
45523,10,23,315,185
91941,26,21,327,58
5150,1,21,376,462
94406,26,26,77,306
1024,1,8,376,386
75175,23,16,1651,262
31717,8,11,387,950
37968,9,1,1338,215
21267,4,11,374,1574
38960,9,4,1162,375
83900,25,4,71,507
82604,24,26,1670,93
86799,25,26,299,307
38440,9,2,1183,347
79597,24,8,1668,1698
11577,2,11,1693,256
5960,1,23,506,1651
93837,26,24,72,1667
1290,1,8,1677,947
47250,11,3,257,338
19520,3,23,339,768
78512,24,2,1669,1693
97566,27,22,212,250
22997,5,1,1341,376
86711,25,25,68,299
12792,2,21,347,55
80523,24,16,1666,349
8524,1,26,215,327
78447,24,2,1660,355
4298,1,21,215,58
27915,8,3,1698,358
78796,24,3,459,342
83777,25,3,101,359
44947,10,18,113,1268
33040,8,21,368,45
15185,2,23,357,156
53216,16,12,857,39
54107,16,27,288,190
93544,26,24,307,1663
78266,24,2,412,861
23596,5,9,320,1179
98377,27,27,1672,393
64894,21,26,1647,72
92714,26,22,93,251
32970,8,21,1701,56
12121,2,12,1678,324
41972,9,23,1160,183
89670,26,8,307,863
89594,26,8,90,370
41902,9,23,111,768
35678,8,24,370,1668
66205,22,2,252,261
57968,21,2,56,356
60525,21,8,953,391
54280,18,8,1688,389
12615,2,21,1679,954
79231,24,8,1666,370
89706,26,8,96,1675
55313,19,24,236,1666
69785,22,26,467,97
59662,21,5,1656,1331
7877,1,25,1677,102
65569,22,1,49,1677
37834,9,1,166,1695
33261,8,21,1673,43
65174,21,27,40,209
4953,1,21,1,1653
32753,8,21,946,399
31891,8,12,1703,63
42764,9,26,1160,92
30762,8,9,388,1339
31289,8,11,368,505
1616,1,8,380,862
93994,26,25,94,122
38398,9,2,1337,261
25704,7,7,65,3
12059,2,11,347,222
73235,23,8,156,386
15807,2,24,346,1666
57870,21,2,1654,347
11968,2,11,344,257
50246,11,26,951,306
17043,2,27,347,191
46709,11,2,258,1692
26402,8,1,367,1
57896,21,2,55,1692
7094,1,24,1694,1664
92318,26,21,326,41
66245,22,2,250,1679
23899,5,22,1690,227
86147,25,23,131,740
9759,2,6,344,180
77514,23,27,770,409
97626,27,23,191,185
82162,24,25,1661,998
10193,2,8,344,364
76730,23,25,158,333
36430,8,26,1703,118
50816,12,2,37,355
27059,8,1,1696,1
55236,19,23,235,156
94478,26,26,76,327
74634,23,10,182,116
48642,11,11,216,1509
16852,2,26,354,91
54004,16,26,274,305
67366,22,8,468,1701
42285,9,24,1333,1660
59072,21,3,982,359
21446,4,21,507,398
69226,22,24,229,1665
15925,2,25,772,100
15026,2,23,1680,53
93931,26,25,119,70
81506,24,22,1664,230
87189,25,27,131,1658
80197,24,10,1664,114
41907,9,23,1337,1652
3098,1,11,1695,986
40239,9,8,1333,1698
26801,8,1,1700,215
23266,5,8,1343,947
14798,2,23,1680,769
78793,24,3,410,359
62457,21,18,54,171
50863,12,3,39,342
85854,25,22,332,503
36831,8,26,1701,120
50444,11,26,505,96
10482,2,8,354,1699
31058,8,10,364,117
18986,3,21,358,43
60832,21,8,953,863
56472,21,1,983,1694
50513,11,27,986,401
40400,9,9,165,167
19006,3,21,341,1657
2888,1,11,215,223
76968,23,26,185,97
34193,8,23,391,53
64039,21,25,59,100
96018,27,7,461,33
90163,26,8,93,365
91040,26,10,377,12
81617,24,23,1663,46
56921,21,1,1654,1
28301,8,4,1674,381
38380,9,2,175,346
34708,8,23,1673,156
86207,25,23,379,964
29259,8,8,1700,946
81741,24,23,1670,769
87470,26,1,302,380
34296,8,23,1673,767
12067,2,12,357,324
62007,21,11,58,987
23411,5,8,1343,1327
21177,4,11,375,257
58384,21,2,982,345
23258,5,8,1328,946
20645,4,6,542,1630
85557,25,21,70,57
11630,2,11,861,255
97394,27,21,207,1655
75953,23,24,156,1670
85220,25,13,404,405
86135,25,23,100,187
46842,11,2,255,1678
49449,11,22,216,957
92908,26,23,79,154
89484,26,6,120,1508
78167,24,1,1667,380
10924,2,9,347,1183
30823,8,10,1673,25
62248,26,27,308,403
55096,19,16,235,857
20839,4,8,381,386
13754,2,22,343,466
79643,24,8,1662,369
65809,22,1,51,506
5045,1,21,1695,982
14927,2,23,347,185
11324,2,10,1681,1627
58380,21,2,1650,1679
13841,2,22,345,503
60710,21,8,1648,1699
10213,2,8,1678,391
71169,23,1,181,1677
40176,9,8,177,862
89764,26,8,73,1700
63697,21,24,400,1664
86839,25,26,378,330
23476,5,8,1330,388
48211,11,8,1574,391
69921,22,26,251,119
70633,23,1,766,1677
80565,24,16,1669,290
31865,8,12,864,60
84723,25,9,71,176
22957,5,1,320,376
93619,26,24,377,1662
58312,21,2,1655,1680
91722,26,19,118,1623
93766,26,24,119,1662
81688,24,23,1666,188
82102,24,24,1668,1666
34581,8,23,1675,52
79113,24,7,1668,64
39245,9,8,1340,1673
24525,6,2,5,356
19246,3,22,358,466
88661,26,2,121,356
75884,23,23,1651,182
69889,22,26,501,331
73408,23,8,740,365
55620,20,8,510,1700
65181,21,27,954,192
3375,1,13,1695,1071
71603,23,2,52,347
68337,22,11,48,226
93762,26,24,327,1668
7335,1,24,380,1662
80095,24,10,1661,174
39464,9,8,1340,1674
66940,22,3,231,361
45864,10,26,14,93
46400,11,1,224,1
92573,26,22,77,252
29060,8,8,386,368
22309,4,24,542,1660
27765,8,2,1700,295
78099,24,1,1666,1
87224,25,27,404,394
63429,21,24,400,1669
24796,6,8,17,363
79345,24,8,410,367
1217,1,8,506,1270
64627,21,26,59,377
85923,25,22,334,229
45123,10,21,174,397
52626,16,3,263,339
8490,1,26,506,73
57164,21,1,1648,1695
12413,2,19,354,1622
56813,21,1,955,215
42841,9,26,1337,93
45124,10,21,142,56
93746,26,24,90,1664
96105,27,8,207,365
26127,7,24,64,1667
8324,1,26,380,74
34796,8,23,388,740
73561,23,8,158,388
95533,27,2,406,355
94598,26,26,327,95
42135,9,24,1332,1670
31998,8,13,387,86
61664,21,10,982,112
11519,2,10,357,1628
14985,2,23,356,964
43011,9,26,1333,331
95781,27,3,205,359
46994,11,2,10,344
56166,21,1,1646,1677
7363,1,24,1,1670
48696,11,12,223,323
84176,25,8,102,368
37467,8,27,369,194
36514,8,26,363,330
70453,23,1,53,215
44032,10,3,178,361
9281,2,1,356,215
96936,27,16,1658,263
76233,23,24,156,1663
24054,5,24,1682,1663
35435,8,24,1675,1661
81863,24,23,412,1651
50930,12,5,61,320
60675,21,8,1646,363
32921,8,21,1673,42
51321,12,21,324,59
12969,2,21,1681,1654
38393,9,2,1333,344
22895,5,1,1345,506
93591,26,24,73,1664
8528,1,26,1695,330
30227,8,9,364,1180
30129,8,9,363,1161
64453,21,26,54,307
96155,27,8,205,387
62803,21,21,58,1647
36999,8,26,1270,328
10477,2,8,1693,1327
81003,24,21,1664,980
60666,21,8,954,1703
62166,21,12,1646,38
12404,2,19,1691,1571
9076,1,27,376,407
34560,8,23,389,184
17486,3,6,362,28
96350,27,8,464,1676
57393,21,1,58,1695
40457,9,10,1334,20
48402,11,9,8,176
113,1,1,376,1695
61128,21,9,462,1180
68200,22,10,49,14
3607,1,18,1677,153
8925,1,27,376,402
84872,25,9,69,163
19916,3,25,338,101
15095,2,23,347,159
72437,23,3,158,342
96658,27,10,461,24
85747,25,21,303,1647
89432,26,5,97,1329
84163,25,8,333,389
22224,4,23,375,46
53611,16,22,859,251
47936,11,8,1578,369
67779,22,8,467,862
25934,7,18,310,107
17441,3,6,341,15
44315,10,8,179,1702
50305,11,26,985,94
39617,9,8,1336,369
12171,2,13,261,82
2387,1,10,1,113
13019,2,21,347,982
58805,21,3,44,340
55275,19,23,1571,1651
18979,3,21,339,1654
73397,23,8,156,1701
7356,1,24,1694,1660
52924,16,8,288,1701
15658,2,24,346,1661
86644,25,25,100,378
51025,12,8,63,386
82316,24,25,1667,404
95412,27,1,394,1695
79197,24,8,1670,369
63928,21,25,397,332
47492,11,4,950,374
67658,22,8,502,1676
6094,1,23,1,1651
40440,9,10,1179,143
63496,21,24,54,1661
55898,20,24,539,1669
36156,8,25,387,70
34884,8,23,366,1652
82282,24,25,1663,102
81820,24,23,459,742
54698,19,1,244,376
51295,12,21,60,956
88351,26,2,118,1681
24099,5,25,1342,334
16306,2,26,1679,329
25624,7,3,2,340
1311,1,8,506,1696
62831,21,21,981,1653
75479,23,21,185,462
72076,23,2,184,1691
85219,25,13,404,405
41164,9,21,1183,462
60639,21,8,59,862
50539,11,27,257,1659
62454,21,18,980,1268
16777,2,26,355,302
28021,8,3,388,341
31916,8,12,1696,324
29319,8,8,1676,391
42176,9,24,1162,459
27664,8,2,1697,345
90979,26,10,120,1181
43214,9,27,1332,1658
87002,25,26,68,329
40228,9,8,1339,863
29888,8,9,1674,164
11544,2,11,1691,985
91208,26,11,73,256
5640,1,22,215,227
96500,27,8,461,1675
50058,11,25,1574,998
71618,23,2,411,347
52700,16,4,270,374
36711,8,26,1703,76
42514,9,25,175,378
70095,22,27,51,192
95616,27,2,395,1691
95038,26,27,306,212
62318,21,16,45,266
15708,2,24,1680,1670
22363,4,24,381,1668
32409,8,20,363,539
58019,21,2,54,355
8806,1,26,1694,90
31676,8,11,1702,990
67657,22,8,466,1698
55219,19,22,1513,254
83679,25,3,124,359
80493,2,16,357,278
64268,21,25,40,332
78851,24,4,412,381
57465,21,2,400,861
64239,21,25,1649,70
96866,27,11,205,984
41760,9,23,1160,187
57117,21,1,398,376
76896,23,26,159,328
10818,2,9,1681,1160
47110,11,2,952,346
81455,24,22,1662,51
92634,26,22,307,228
54735,19,1,1684,1694
78636,24,2,1668,355
71526,23,2,181,355
57607,21,2,1657,357
46551,11,1,986,506
98087,27,25,214,301
98180,27,26,214,121
77488,23,27,769,194
75850,23,23,741,742
95232,27,1,196,215
78285,24,2,1665,343
37258,8,27,370,1672
9786,2,6,1678,28
54637,18,26,1269,92
78682,24,3,1670,339
12166,2,13,861,405
19391,3,23,339,411
33673,8,22,1674,50
54452,18,21,150,953
53523,16,21,286,463
79792,24,8,1670,367
82289,24,25,459,123
18474,3,16,341,288
91664,26,16,328,284
51509,12,23,63,184
55099,19,18,238,1182
70323,23,1,766,215
78728,24,3,1662,361
59858,21,8,1650,1674
14578,2,23,344,46
32560,8,21,1674,1657
52833,16,8,284,365
25345,6,26,27,119
33789,8,22,1675,48
88523,26,2,91,1681
58897,21,3,40,361
53760,16,23,352,155
16796,2,26,1678,306
59515,21,4,1649,507
87047,25,26,131,331
97614,27,23,211,186
23167,5,3,1682,362
75762,23,22,769,51
38041,9,1,177,1694
31163,8,10,946,314
17222,2,27,295,196
85136,25,11,122,986
90703,26,9,73,162
51244,12,16,324,280
43844,10,2,144,345
2470,1,10,1695,117
66364,22,2,501,1680
55951,20,26,88,118
52286,15,26,615,73
83505,25,2,300,355
94570,26,26,327,97
81975,24,23,459,188
87516,26,1,79,1695
55715,20,12,540,39
50686,12,1,39,1695
96004,27,7,1658,64
93764,26,24,302,460
62908,21,22,955,228
27933,8,3,369,340
83149,25,1,379,1694
62268,21,16,1648,268
43545,10,1,317,1677
72858,23,4,158,507
79696,24,8,1664,1675
87650,26,1,307,376
47951,11,8,216,363
83222,25,1,68,1677
87700,26,1,121,1
87346,26,1,118,1694
58999,21,3,41,341
71790,23,2,188,347
56260,21,1,1655,1677
67733,22,8,231,363
85062,25,11,70,1578
59450,21,4,399,542
62101,21,12,954,309
51503,12,23,38,185
52181,15,21,1325,1650
20088,3,26,340,73
13051,2,21,295,956
24511,6,2,6,1691
87317,26,1,91,1694
45926,10,26,1577,327
27685,8,2,1270,353
64171,21,25,1655,333
45702,10,25,116,98
11404,2,10,1693,316
22523,4,25,381,69
43828,10,2,1629,1692
15292,2,23,345,766
8152,1,26,1695,325
76781,23,26,740,76
87775,26,1,72,506
11040,2,9,353,1337
24753,6,8,6,1701
62309,21,16,982,773
11479,2,10,1680,178
92363,26,21,305,1657
48539,11,11,256,1625
68319,22,11,504,223
79003,24,5,1666,1690
97392,27,21,461,44
4369,1,21,376,956
32410,8,20,391,80
22890,5,1,1690,376
46667,11,1,987,380
905,1,8,1695,1696
45220,10,21,139,1647
34783,8,23,1697,770
93473,26,23,74,768
74559,23,10,157,114
31500,8,11,1674,8
9303,2,1,261,376
87675,26,1,90,1695
44474,10,8,161,863
3613,1,18,1677,103
94506,26,26,94,96
26041,7,22,30,501
24452,6,1,296,506
85738,25,21,122,45
23348,5,8,1344,369
31105,8,10,1697,142
6441,1,23,215,160
10044,2,8,357,363
62397,21,16,44,282
272,1,2,376,861
2479,1,10,380,1576
14814,2,23,343,1651
70048,22,27,253,208
52464,16,1,856,1
83897,25,4,102,375
57552,21,2,982,261
1115,1,8,1694,1674
62687,21,21,397,1654
71730,23,2,183,1681
96917,27,16,406,276
31653,8,11,1698,225
42081,9,23,163,1651
52821,16,8,264,1702
75155,23,16,742,860
39016,9,6,162,321
20147,3,26,341,119
3444,1,16,1677,269
81592,24,23,1661,47
31603,8,11,369,949
45364,10,23,178,47
26527,8,1,1702,380
72690,23,4,157,542
12304,2,16,1692,270
1236,1,8,1677,1699
45189,10,21,25,55
85990,25,22,299,467
53938,16,26,285,77
26967,8,1,1699,380
59691,21,6,462,1630
20322,3,26,359,118
7832,1,25,376,100
90994,26,10,331,116
83620,25,2,70,1678
58729,21,3,45,338
40050,9,8,1340,1697
68963,22,22,228,466
47232,11,2,1574,1680
45144,10,21,22,956
86137,25,23,70,184
22115,4,23,507,185
16903,2,26,343,75
26732,8,1,391,380
31405,8,11,1698,225
43441,10,1,1575,1694
67202,22,5,251,1330
37036,8,27,387,205
19249,3,22,341,503
14647,2,23,344,47
33973,8,22,367,229
59572,21,5,408,1682
15226,2,23,345,157
65203,21,27,983,209
16346,2,26,861,75
16893,2,26,861,305
93282,26,23,79,185
44935,10,16,141,262
39483,9,8,165,388
96476,27,8,210,1675
13316,2,21,345,1650
91612,26,16,97,859
25733,7,8,33,1699
3626,1,18,1,1269
96349,27,8,192,365
64922,21,26,58,97
14218,2,22,1681,501
76412,23,24,158,1664
20770,4,8,381,391
62000,21,11,462,952
58540,21,2,56,861
4507,1,21,376,1647
9298,2,1,772,376
32369,8,19,1674,239
71393,23,2,770,345
3040,1,11,1,223
67763,22,8,503,364
59095,21,3,55,360
75610,23,21,160,55
44235,10,7,25,18
64989,21,26,58,95
3545,1,16,1694,290
24675,6,4,296,507
3599,1,18,380,106
56556,21,1,398,506
34066,8,22,370,227
74157,23,9,183,1340
30069,8,9,386,175
47656,11,6,225,27
67694,22,8,502,1700
20950,4,9,507,176
88055,26,1,308,1677
65549,22,1,251,1695
44941,10,16,174,270
27784,8,2,367,345
76920,23,26,742,76
69213,22,24,51,410
27201,8,2,364,347
3879,1,21,506,1648
57884,21,2,45,1678
61885,21,11,58,990
6875,1,23,380,411
7508,1,24,376,1669
73492,23,8,52,862
66355,22,2,50,1692
62115,21,12,1647,60
80928,24,21,410,57
56040,21,1,55,1695
59739,21,6,956,322
50858,12,2,62,355
46782,11,2,1625,357
62972,21,22,1647,230
45606,10,24,179,1668
86026,25,22,334,501
50919,12,4,37,542
28098,8,4,1702,375
78566,24,2,1663,353
48942,11,21,7,54
38568,9,2,176,861
59510,21,4,59,542
2290,1,10,1694,1577
21331,4,12,542,309
4337,1,21,1694,462
49555,11,23,985,181
88534,26,2,302,353
84507,25,8,69,1701
43883,10,2,14,345
66762,22,3,49,340
39358,9,8,1333,862
29147,8,8,1676,1697
80559,24,16,1665,264
26060,7,22,2,252
29052,8,8,364,366
13325,2,21,1692,408
81053,24,21,1668,400
80135,24,10,459,318
57792,21,2,462,345
50,1,1,376,1694
72060,23,2,158,1693
54774,19,2,241,356
30675,8,9,862,165
33630,8,22,391,48
78736,24,3,460,341
6970,1,23,1695,47
30178,8,9,1696,111
79216,24,8,1664,862
19029,3,21,362,953
7628,1,25,1677,998
40647,9,16,162,282
42122,9,24,1179,412
5962,1,23,1,53
84825,25,9,334,1180
50069,11,25,223,100
21226,4,11,542,257
96094,27,8,189,389
39302,9,8,165,1674
120,1,1,215,1677
67146,22,4,231,375
85324,25,18,335,106
39800,9,8,175,1698
75486,23,21,742,980
87571,26,1,93,1
91092,26,10,118,179
64517,21,26,58,325
46924,11,2,952,343
86761,25,25,100,124
14538,2,23,354,1652
56489,21,1,56,1695
61857,21,11,1654,221
93223,26,23,331,411
9808,2,6,861,322
79867,24,8,1667,1702
52140,15,12,1324,39
36592,8,26,391,76
15264,2,23,356,187
2767,1,11,215,225
56318,21,1,1649,215
58439,21,2,1654,354
49931,11,24,1574,1664
59585,21,5,1653,1330
4022,1,21,1694,463
69898,22,26,50,77
35466,8,24,1696,1661
94091,26,25,308,303
14695,2,23,861,52
17396,3,5,340,1331
5963,1,23,215,187
29758,8,9,1700,1179
66943,22,3,504,360
56779,21,1,43,1694
24964,6,16,29,773
31808,8,11,388,256
87831,26,1,75,215
29700,8,9,369,1162
33429,8,21,391,399
93563,26,24,304,1661
23487,5,8,1343,1703
23522,5,8,1331,369
48041,11,8,257,387
87795,26,1,327,1694
3345,1,12,215,60
74730,23,11,158,7
34347,8,23,366,1652
81808,24,23,412,160
13436,2,21,1692,54
4193,1,21,376,58
28984,8,8,1698,1697
28751,8,6,1697,321
48634,11,11,950,949
33314,8,21,947,1646
59056,21,3,400,341
96705,27,10,211,114
21998,4,23,381,186
61399,21,9,955,163
94262,26,26,325,90
84074,25,6,379,29
51729,13,1,994,506
77928,24,1,459,376
60721,21,8,56,1699
19817,3,24,340,1663
96740,27,11,205,222
65140,21,27,955,190
43466,10,1,11,376
46020,10,27,13,393
94227,26,26,120,306
97195,27,21,407,980
84130,25,8,998,367
15429,2,24,356,1670
45706,10,25,138,334
21001,4,9,542,1336
73818,23,8,47,369
43945,10,2,312,345
35196,8,24,386,1660
60295,21,8,59,388
95238,27,1,209,1677
83608,25,2,70,343
21821,4,22,381,467
67927,22,9,466,1340
15149,2,23,1692,155
62737,21,21,462,983
27345,8,2,389,772
40973,9,21,166,40
63891,21,25,43,68
87383,26,1,326,506
87355,26,1,94,1694
13024,2,21,347,981
72793,23,4,767,507
95291,27,1,192,1694
82885,25,1,99,1695
93096,26,23,96,741
1700,1,9,376,164
93391,26,23,97,964
98154,27,26,461,96
36475,8,26,1703,328
49430,11,22,986,468
13175,2,21,346,43
3490,1,16,506,774
83713,25,3,70,342
18608,3,21,362,463
9608,2,4,1680,381
82277,24,25,1668,335
38604,9,2,1336,1693
8830,1,26,506,120
76022,23,24,53,1660
54955,19,9,1512,1335
42467,9,25,176,334
50209,11,26,996,76
53560,16,22,276,467
37320,8,27,387,205
53435,16,21,286,953
2863,1,11,1,996
79576,24,8,1661,363
24561,6,2,16,1678
65261,21,27,59,396
66750,22,3,253,340
5904,1,22,1695,504
52856,16,8,286,1703
40925,9,21,162,462
18031,3,10,360,142
76297,23,24,47,1670
54001,16,26,268,75
76034,23,24,156,459
26106,7,23,33,740
93066,26,23,73,1651
57789,21,2,56,1681
65657,22,1,465,506
90838,26,9,305,165
84548,25,8,102,386
83660,25,2,334,346
417,1,5,376,1690
20159,3,26,360,377
27191,8,2,391,1693
25227,6,24,311,1665
67533,22,8,231,1676
29570,8,9,387,167
66414,22,2,253,1680
27641,8,2,1673,1693
37924,9,1,1334,506
57227,21,1,57,1694
64945,21,26,399,306
6606,1,23,1677,158
23658,5,13,1330,84
37521,9,1,1179,1694
18195,3,11,342,256
93388,26,23,72,964
44255,10,8,179,366
88531,26,2,119,345
88565,26,2,304,353
13468,2,21,344,1655
83139,25,1,71,1694
40183,9,8,177,389
94775,26,26,308,377
34180,8,23,386,742
94610,26,26,330,93
97635,27,23,192,157
83562,25,2,131,261
80318,24,11,1665,950
63849,21,24,981,1670
93821,26,24,308,1663
26650,8,1,386,1695
69492,22,25,467,122
65351,21,27,1655,190
23897,5,22,1331,504
60227,21,8,41,947
74346,23,9,768,1336
35610,8,24,1673,1662
47658,11,6,256,948
58944,21,3,43,362
32147,8,16,1699,858
61602,21,10,397,1576
45424,10,23,14,47
24945,6,13,1508,995
614,1,6,215,771
49281,11,21,951,1649
76451,23,25,46,301
82033,24,24,1670,412
20719,4,8,542,1700
51805,13,8,995,864
22847,5,1,1341,1695
86440,25,24,68,459
69842,22,26,254,330
37326,8,27,1700,393
64988,21,26,45,304
31732,8,11,946,996
31767,8,11,367,986
2230,1,9,215,166
40234,9,8,175,1703
50471,11,26,996,121
76801,23,26,742,302
43720,10,2,14,1691
5934,1,23,1695,742
49988,11,24,951,1666
91043,26,10,96,12
52553,16,2,860,1680
6574,1,23,376,742
71114,23,1,157,1694
